price,model,exterior_color,interior_color,number_of_keys,year,miles,make,highway_mpg,city_mpg,car_type,number_of_doors,type_of_transmission,number_of_gears
18990,MDX,Gray,Black,2,2013,61282,ACURA,21,16,SUV,4,Auto,6
26990,CLA,Brown,Beige,2,2018,9014,MERCEDES-BENZ,37,24,Coupe,4,Auto,7
21990,GENESIS,White,Gray,1,2016,46398,HYUNDAI,29,18,Sedan,4,Auto,8
11590,VERANO,Black,Gray,1,2015,73158,BUICK,32,21,Sedan,4,Auto,6
14590,RAV4,White,Black,2,2016,98925,TOYOTA,31,24,SUV,4,Auto,6
31590,X3,Black,Black,1,2018,32367,BMW,29,22,SUV,4,Auto,8
21990,CHALLENGER,Black,Black Interior Color,1,2017,69799,DODGE,30,19,Coupe,2,Auto,8
10590,FUSION,Silver,Sport Black Leather Trim Se,2,2011,103247,FORD,27,18,Sedan,4,Auto,6
19990,PILOT,Gray,Black,1,2015,73841,HONDA,25,18,SUV,4,Auto,5
9990,IMPALA LIMITED,Red,Black,2,2014,87335,CHEVROLET,30,18,Sedan,4,Auto,6
15990,C-CLASS,Black,Black,2,2014,64040,MERCEDES-BENZ,31,22,Sedan,4,Auto,7
13590,CR-V,White,Beige,2,2012,102835,HONDA,31,23,SUV,4,Auto,5
14590,HARDTOP 2 DOOR,White,Black,2,2016,87297,MINI,31,25,Hatchback,2,Auto,6
13990,JETTA,Brown,Beige,2,2013,11308,VOLKSWAGEN,31,24,Sedan,4,Auto,6
23590,TITAN CREW CAB,Brown,Beige,2,2014,93518,NISSAN,17,12,Truck,4,Auto,5
15990,ELANTRA,Silver,Other,1,2020,9044,HYUNDAI,41,31,Sedan,4,Auto,CVT
14590,ATS,White,Beige,2,2014,91980,CADILLAC,29,20,Sedan,4,Auto,6
11990,TRAVERSE,Silver,Black,1,2011,103685,CHEVROLET,23,16,SUV,4,Auto,6
18990,CIVIC,Black,Black,1,2017,39578,HONDA,42,32,Sedan,4,Auto,CVT
13590,COROLLA,White,Tan,1,2016,42360,TOYOTA,38,29,Sedan,4,Auto,CVT
13590,MAZDA3,White,Black,1,2014,86144,MAZDA,37,27,Hatchback,4,Auto,6
16990,FORESTER,Blue,Black,1,2014,78284,SUBARU,28,23,SUV,4,Auto,CVT
10990,YARIS,Gray,Black,1,2016,75920,TOYOTA,36,30,Sedan,4,Auto,4
19590,CLUBMAN,Black,Black,2,2017,13481,MINI,33,23,Hatchback,4,Auto,8
11590,COROLLA,Gray,Gray,1,2010,71057,TOYOTA,34,26,Sedan,4,Auto,4
16990,CAMARO,Gray,Gray,1,2014,44715,CHEVROLET,30,19,Coupe,2,Auto,6
11990,ALTIMA,Black,Dk. Gray,1,2013,84008,NISSAN,38,27,Sedan,4,Auto,CVT
13590,TAURUS,White,Dune,2,2015,75366,FORD,32,22,Sedan,4,Auto,6
23990,CAMARO,Silver,Black,2,2013,34117,CHEVROLET,24,16,Coupe,2,Manual,6
13990,TAURUS,Gray,Charcoal Blk Cloth Seating,2,2017,79160,FORD,27,18,Sedan,4,Auto,6
11590,ALTIMA,Gray,Dk. Gray,1,2015,73963,NISSAN,38,27,Sedan,4,Auto,CVT
16990,RENEGADE,Gray,Black,1,2017,17424,JEEP,30,22,SUV,4,Auto,9
12590,FORTE KOUP,Gray,Black,2,2016,39527,KIA,34,25,Coupe,2,Auto,6
14990,EQUINOX,Gray,Medium Ash Gray,2,2018,65746,CHEVROLET,32,26,SUV,4,Auto,6
15990,ENCLAVE,Silver,Black,1,2013,93076,BUICK,22,16,SUV,4,Auto,6
12590,FORTE,Black,Black,2,2017,40997,KIA,38,29,Sedan,4,Auto,6
13990,ES,White,Lt. Gray,2,2012,104691,LEXUS,28,19,Sedan,4,Auto,6
16990,TLX,Silver,Gray,1,2016,43631,ACURA,35,24,Sedan,4,Auto,8
10590,CAMRY,Green,Gray,1,2011,96290,TOYOTA,32,22,Sedan,4,Auto,6
15990,RENEGADE,White,Black Interior Color,2,2017,43586,JEEP,29,21,SUV,4,Auto,9
11990,ACCENT,Silver,Black/Black,1,2019,38308,HYUNDAI,38,28,Sedan,4,Auto,6
10990,ELANTRA,Blue,Gray,1,2014,83505,HYUNDAI,38,28,Sedan,4,Auto,6
12590,JUKE,White,Black,1,2015,73766,NISSAN,32,28,SUV,4,Auto,CVT
25990,C-CLASS,Black,Black Mb-Tex,2,2017,30123,MERCEDES-BENZ,34,24,Sedan,4,Auto,7
15990,FORESTER,Red,Gray,2,2016,70584,SUBARU,29,22,SUV,4,Manual,6
20990,CR-V,Silver,Black,1,2017,44616,HONDA,33,27,SUV,4,Auto,CVT
16990,CHEROKEE,Brown,Black Interior Color,2,2019,34372,JEEP,30,21,SUV,4,Auto,9
20990,FORESTER,White,Gray,2,2019,19924,SUBARU,33,26,SUV,4,Auto,CVT
27990,MUSTANG,Red,Raven Black Leather,2,2015,22933,FORD,25,15,Coupe,2,Manual,6
12990,FIESTA,White,Charcoal Black Cloth Seats,2,2019,16956,FORD,37,27,Sedan,4,Auto,6
32990,X1,Silver,Black,2,2019,10705,BMW,31,22,SUV,4,Auto,8
11590,ALTIMA,Brown,Beige,2,2014,63532,NISSAN,38,27,Sedan,4,Auto,CVT
14590,SENTRA,Black,Charcoal,1,2018,31376,NISSAN,37,29,Sedan,4,Auto,CVT
32990,CHARGER,Green,Black,2,2018,19933,DODGE,25,16,Sedan,4,Auto,8
13590,COUNTRYMAN,Black,Black,2,2011,43234,MINI,32,26,Hatchback,4,Manual,6
11590,FUSION,Silver,Charcoal Black Cloth Seats,2,2016,66550,FORD,34,22,Sedan,4,Auto,6
13990,FOCUS ST,Blue,Charc Black Lthr Recaro Sea,1,2014,104855,FORD,32,23,Hatchback,4,Manual,6
12990,FIESTA,Silver,Black,1,2018,26418,FORD,37,27,Hatchback,4,Auto,6
13990,JUKE,White,Black,1,2014,45883,NISSAN,30,25,SUV,4,Manual,6
29590,WRANGLER UNLIMITED,Red,Black,1,2018,31794,JEEP,20,16,SUV,4,Auto,5
16990,TIGUAN,White,Black Leather,2,2017,45539,VOLKSWAGEN,24,20,SUV,4,Auto,6
14590,SONATA HYBRID,Blue,Gray,2,2016,33093,HYUNDAI,44,40,Sedan,4,Auto,6
14990,CR-V,White,Beige,2,2012,51718,HONDA,30,22,SUV,4,Auto,5
34990,1500 REGULAR CAB,Gray,Black Interior Color,2,2018,15317,RAM,21,15,Truck,2,Auto,8
15590,MUSTANG,Gray,Char Black Turned Mini Leat,1,2014,85475,FORD,31,19,Coupe,2,Auto,6
30990,GLC,White,Black,1,2018,29913,MERCEDES-BENZ,28,22,SUV,4,Auto,9
13590,SOUL,Silver,Gray Two-Tone,2,2015,38701,KIA,31,23,Wagon,4,Auto,6
15990,RAV4,White,Black,2,2014,47532,TOYOTA,31,24,SUV,4,Auto,6
11590,S60,White,Soft Beige,1,2012,84363,VOLVO,30,20,Sedan,4,Auto,6
24590,CIVIC,Black,Black,1,2019,16354,HONDA,38,28,Coupe,2,Manual,6
28990,GIULIA,White,Black / Tan Interior Colors,2,2017,9261,ALFA_ROMEO,31,23,Sedan,4,Auto,8
12990,DART,White,Black Interior Color,1,2016,35558,DODGE,41,28,Sedan,4,Manual,6
17990,A3,Gray,Black,1,2016,54520,AUDI,33,24,Sedan,4,Auto,6
15990,TL,White,Black,1,2012,78401,ACURA,26,18,Sedan,4,Auto,6
15990,ELANTRA,Gray,Black,2,2018,49500,HYUNDAI,33,26,Sedan,4,Auto,7
12990,SENTRA,Black,Charcoal,1,2017,25398,NISSAN,37,27,Sedan,4,Auto,CVT
23990,A6,Gray,Flint Gray,2,2017,44265,AUDI,34,24,Sedan,4,Auto,7
16990,ENCORE,Gray,Ebony,1,2018,33029,BUICK,33,27,SUV,4,Auto,6
10990,FIESTA,White,Charcoal Black/Red Stitch,2,2017,23463,FORD,35,27,Sedan,4,Auto,6
14990,PATHFINDER,White,Black,2,2013,72590,NISSAN,26,20,SUV,4,Auto,CVT
15990,OUTLANDER,Red,Black,1,2018,18884,MITSUBISHI,30,25,SUV,4,Auto,CVT
23990,X4,White,Black,2,2016,83773,BMW,28,20,SUV,4,Auto,8
31990,RX,White,Parchment W/Matte Bamboo,1,2016,54343,LEXUS,28,30,SUV,4,Auto,CVT
12590,ELANTRA GT,Blue,Black,1,2017,60637,HYUNDAI,32,24,Hatchback,4,Auto,6
21990,RAV4,Gray,Black,1,2018,46769,TOYOTA,29,23,SUV,4,Auto,6
18990,HIGHLANDER,White,Black,1,2015,80517,TOYOTA,25,19,SUV,4,Auto,6
13590,CIVIC,White,Gray,2,2014,23997,HONDA,39,30,Sedan,4,Auto,CVT
27590,DISCOVERY SPORT,Blue,Almond / Ebony,1,2017,30002,LAND_ROVER,25,20,SUV,4,Auto,9
16990,A6,White,Brown,2,2013,77087,AUDI,30,20,Sedan,4,Auto,8
28990,MUSTANG,Black,Ebony Cloth Blacket Pwr Seat,2,2017,23870,FORD,25,15,Coupe,2,Manual,6
31990,SQ5,Black,Black,2,2017,55137,AUDI,24,17,SUV,4,Auto,8
14590,MALIBU,Gray,Jet Black,1,2018,30547,CHEVROLET,36,27,Sedan,4,Auto,6
16990,RENEGADE,Blue,Black,1,2016,10985,JEEP,31,24,SUV,4,Manual,6
12590,SENTRA,Blue,Black,2,2017,35807,NISSAN,37,27,Sedan,4,Auto,CVT
11990,TRAX,Blue,Black,1,2015,58593,CHEVROLET,34,26,SUV,4,Auto,6
14990,CX-5,Black,Black,2,2014,51488,MAZDA,30,24,SUV,4,Auto,6
14990,EQUINOX,Blue,Black,1,2014,46272,CHEVROLET,32,22,SUV,4,Auto,6
19990,CAMARO,White,Orange,1,2012,33324,CHEVROLET,29,18,Convertible,2,Auto,6
11590,VERSA NOTE,White,Black,1,2017,30814,NISSAN,39,31,Hatchback,4,Auto,CVT
29990,C-CLASS,Gray,Crystal Grey Mb-Tex,1,2018,22291,MERCEDES-BENZ,32,23,Sedan,4,Auto,9
14590,TSX,Gray,Black,1,2014,88576,ACURA,31,22,Sedan,4,Auto,5
20990,RAV4,White,Black,1,2018,42052,TOYOTA,29,23,SUV,4,Auto,6
23990,CHARGER,Gray,Black Interior Color,2,2018,32023,DODGE,27,18,Sedan,4,Auto,8
33590,HIGHLANDER,Gray,Black,1,2020,21887,TOYOTA,27,20,SUV,4,Auto,8
21590,GRAND CARAVAN PASSENGER,White,Black Interior Color,1,2020,22547,DODGE,25,17,Minivan,4,Auto,6
13590,CHARGER,Silver,Black,2,2013,90329,DODGE,27,18,Sedan,4,Auto,5
15990,SPORTAGE,Gray,Black,2,2015,32636,KIA,28,21,SUV,4,Auto,6
13990,FOCUS,Blue,Charcoal Black Leather Seat,2,2017,26754,FORD,36,26,Hatchback,4,Auto,6
23990,CHALLENGER,White,Dark Slate Gray Interior Color,1,2014,20128,DODGE,23,15,Coupe,2,Manual,6
11990,FOCUS,Black,Med Light Stone Cloth Seats,1,2018,51114,FORD,38,26,Hatchback,4,Auto,6
31990,GS,Silver,Black,2,2017,33887,LEXUS,28,20,Sedan,4,Auto,8
15990,CX-5,Silver,Black,2,2014,66942,MAZDA,32,25,SUV,4,Auto,6
15590,REGAL,Gray,Ebony With Ebony Interior Accents,2,2017,31790,BUICK,29,21,Sedan,4,Auto,6
15990,FIESTA,Gray,Charcoal Black/Contrast Sti,2,2016,39797,FORD,32,26,Hatchback,4,Manual,6
16990,3 SERIES,White,Black,1,2012,64572,BMW,27,18,Convertible,2,Auto,6
15990,CX-5,Gray,Black,2,2016,49476,MAZDA,30,24,SUV,4,Auto,6
11990,PASSAT,Silver,Black,2,2016,92319,VOLKSWAGEN,38,25,Sedan,4,Auto,6
11590,COROLLA,Gray,Gray,2,2013,46868,TOYOTA,34,26,Sedan,4,Auto,4
14990,FUSION,Black,Ebony,1,2018,54412,FORD,34,23,Sedan,4,Auto,6
15990,EQUINOX,White,Black,2,2014,29462,CHEVROLET,32,22,SUV,4,Auto,6
10990,VERSA,Gray,Charcoal,1,2017,60066,NISSAN,39,31,Sedan,4,Auto,CVT
20990,GLK-CLASS,Gray,Black,2,2015,63719,MERCEDES-BENZ,25,19,SUV,4,Auto,7
24990,SIERRA 1500 CREW CAB,White,Black,2,2014,102510,GMC,23,16,Truck,4,Auto,6
12590,ACCORD,White,Beige,2,2012,76454,HONDA,34,23,Sedan,4,Auto,5
13990,PATRIOT,Red,Dark Slate Gray Interior Color,1,2017,45122,JEEP,26,22,SUV,4,Auto,CVT
15990,CAMARO,Red,Black,1,2015,64426,CHEVROLET,30,19,Coupe,2,Auto,6
17990,RENEGADE,Black,Black Interior Colors,1,2019,24516,JEEP,30,22,SUV,4,Auto,9
13990,RIO,Red,Black,1,2019,14846,KIA,37,28,Hatchback,4,Auto,6
14990,SONIC,Red,Jet Black/Dark Titanium,2,2019,11703,CHEVROLET,34,26,Sedan,4,Auto,6
16990,VENZA,Gray,Light Gray,1,2015,71843,TOYOTA,26,19,Wagon,4,Auto,6
19990,MUSTANG,White,Ebony Cloth Blacket Pwr Seat,2,2017,29958,FORD,30,21,Coupe,2,Manual,6
29590,4RUNNER,Gray,Dk. Brown,1,2016,95746,TOYOTA,21,17,SUV,4,Auto,5
10590,SONIC,White,Black,1,2017,72215,CHEVROLET,34,24,Sedan,4,Auto,6
13590,OPTIMA,Blue,Beige,2,2016,42275,KIA,37,25,Sedan,4,Auto,6
14590,CAMARO,Red,Black,2,2012,100549,CHEVROLET,29,18,Coupe,2,Auto,6
27990,STELVIO,Black,Black/Black Interior Colors,2,2018,12604,ALFA_ROMEO,28,22,SUV,4,Auto,8
18990,RAV4,Gray,Gray,2,2016,66820,TOYOTA,30,23,SUV,4,Auto,6
17590,ECOSPORT,White,Ebny Blk Part Activex Seat,1,2019,29018,FORD,29,23,SUV,4,Auto,6
24990,RDX,Silver,Gray,2,2017,30247,ACURA,27,19,SUV,4,Auto,6
30990,GLC,Black,Black,2,2018,20511,MERCEDES-BENZ,28,22,SUV,4,Auto,9
22590,EXPLORER,Black,Ebony Black Lthr-Trim Seats,1,2017,39722,FORD,24,17,SUV,4,Auto,6
34990,WRANGLER UNLIMITED,Silver,Black Interior Color,2,2020,18530,JEEP,22,21,SUV,4,Auto,8
11990,CAPTIVA SPORT,Silver,Black,2,2014,43605,CHEVROLET,28,20,SUV,4,Auto,6
28590,WRANGLER UNLIMITED,Silver,Black Interior Color,2,2017,37824,JEEP,20,16,SUV,4,Auto,5
25590,GLA,Gray,Gray,2,2018,26552,MERCEDES-BENZ,33,24,SUV,4,Auto,7
28990,GLA,White,Black,1,2020,21987,MERCEDES-BENZ,34,24,SUV,4,Auto,7
11590,OPTIMA,Silver,Gray,2,2013,73512,KIA,35,24,Sedan,4,Auto,6
24990,A4,Silver,Black,1,2018,36332,AUDI,34,24,Sedan,4,Auto,7
15990,RX,Black,Black,2,2010,87900,LEXUS,25,18,SUV,4,Auto,6
17990,C-HR,Gray,Black,2,2018,30343,TOYOTA,31,27,SUV,4,Auto,CVT
15990,MX-5 MIATA,Silver,Black,1,2011,62737,MAZDA,28,21,Convertible,2,Auto,6
11990,SENTRA,Silver,Charcoal,1,2018,44065,NISSAN,37,29,Sedan,4,Auto,CVT
11590,MAZDA3,Blue,Black,2,2014,69966,MAZDA,41,30,Sedan,4,Auto,6
27990,S-CLASS,Gray,Beige,2,2012,50289,MERCEDES-BENZ,24,15,Sedan,4,Auto,7
10590,SONATA,Gray,Beige,1,2016,83566,HYUNDAI,38,25,Sedan,4,Auto,6
15990,CTS,Red,Lt. Brown,1,2011,81756,CADILLAC,27,18,Coupe,2,Auto,6
32990,GLC,Black,Black,2,2018,28369,MERCEDES-BENZ,28,21,SUV,4,Auto,9
22990,CAMARO,Silver,Black,1,2019,29757,CHEVROLET,29,19,Convertible,2,Auto,8
22990,CAMARO,Silver,Black,1,2019,28228,CHEVROLET,29,19,Convertible,2,Auto,8
23990,KONA,White,Gray,1,2018,9420,HYUNDAI,33,27,SUV,4,Auto,7
25990,CAMARO,White,Jet Black,1,2020,15611,CHEVROLET,31,22,Coupe,2,Auto,8
11990,VERSA,Silver,Charcoal,1,2019,14377,NISSAN,36,27,Sedan,4,Manual,5
19990,CTS,Gold,Light Cashmere W/Medium Cashmere Accents,1,2014,77317,CADILLAC,30,20,Sedan,4,Auto,6
19590,RENEGADE,Blue,Black Interior Color,1,2020,9359,JEEP,30,22,SUV,4,Auto,9
10590,FIESTA,Silver,Charcoal Black Cloth Seats,2,2016,27358,FORD,35,27,Hatchback,4,Auto,6
15990,AVALON,Gray,Lt. Gray,1,2016,102749,TOYOTA,31,21,Sedan,4,Auto,6
14990,GRAND CARAVAN PASSENGER,Red,Black / Light Graystone Interior Colors,1,2018,50663,DODGE,25,17,Minivan,4,Auto,6
28990,WRANGLER UNLIMITED,White,Black,2,2018,37059,JEEP,20,16,SUV,4,Auto,5
17990,TERRAIN,Black,Jet Black,2,2017,22474,GMC,31,21,SUV,4,Auto,6
11590,MALIBU LIMITED,Silver,Black,1,2016,97919,CHEVROLET,36,25,Sedan,4,Auto,6
10990,FOCUS,Red,Arctic White Lthr-Trim Seat,2,2012,56072,FORD,37,27,Hatchback,4,Auto,6
10990,SOUL,White,Black,1,2016,80909,KIA,31,24,Wagon,4,Auto,6
25990,IS,Black,Chateau,1,2017,40914,LEXUS,26,19,Sedan,4,Auto,6
29990,S60,Black,Beige,2,2020,13269,VOLVO,32,21,Sedan,4,Auto,8
13590,ESCAPE,Gold,Med Lt Stone Cloth Seats,1,2017,38964,FORD,30,23,SUV,4,Auto,6
11590,SENTRA,Gray,Dk. Gray,1,2017,60200,NISSAN,37,27,Sedan,4,Auto,CVT
11990,PRIUS,Silver,Gray,1,2010,71837,TOYOTA,48,51,Hatchback,4,Auto,CVT
12590,CHEROKEE,Red,Black,2,2014,100321,JEEP,31,22,SUV,4,Auto,9
17990,FUSION,White,Ebony Leather-Trimmed,2,2019,37317,FORD,41,43,Sedan,4,Auto,CVT
19990,ES,White,Beige,2,2014,47738,LEXUS,39,40,Sedan,4,Auto,CVT
10990,ALTIMA,Blue,Beige,2,2014,88921,NISSAN,38,27,Sedan,4,Auto,CVT
10590,FOCUS,Red,Charcoal Black Cloth Seats,2,2015,45512,FORD,40,27,Sedan,4,Auto,6
12990,ALTIMA,Gray,Charcoal Cloth,1,2015,54465,NISSAN,38,27,Sedan,4,Auto,CVT
27590,A4,Silver,Black,1,2018,27141,AUDI,34,24,Sedan,4,Auto,7
29990,GOLF GTI,Silver,Black,2,2019,9950,VOLKSWAGEN,32,24,Sedan,4,Manual,6
13990,ESCAPE,White,Med Light Stone Cloth Seats,2,2016,45580,FORD,31,22,SUV,4,Auto,6
12590,XB,Silver,Black,2,2013,61901,SCION,28,22,Hatchback,4,Auto,4
14990,CIVIC,Gray,Gray,2,2017,35193,HONDA,40,31,Sedan,4,Auto,CVT
13590,YARIS,Gray,Black,1,2019,30062,TOYOTA,39,30,Sedan,4,Manual,6
12590,CIVIC,Black,Gray,2,2015,69973,HONDA,39,30,Sedan,4,Auto,CVT
11990,OPTIMA,Gray,Beige,1,2016,92302,KIA,37,25,Sedan,4,Auto,6
16990,RENEGADE,Gray,Black,1,2019,24997,JEEP,30,22,SUV,4,Auto,9
16990,COUNTRYMAN,Green,Black,2,2016,21558,MINI,30,25,Hatchback,4,Auto,6
22990,C-CLASS,Gray,Gray,1,2017,41393,MERCEDES-BENZ,34,24,Sedan,4,Auto,7
16990,PRIUS C,Gray,Dk. Blue,1,2018,37530,TOYOTA,43,48,Hatchback,4,Auto,CVT
23990,MKX,Black,Cappuccino Luxury Lthr Trim,2,2017,48369,LINCOLN,25,17,SUV,4,Auto,6
22990,CAMARO,Black,Jet Black,1,2017,10408,CHEVROLET,30,20,Coupe,2,Manual,6
17990,EQUINOX,Black,Jet Black,1,2018,31258,CHEVROLET,30,24,SUV,4,Auto,6
17990,RX,White,Black,1,2013,101688,LEXUS,24,18,SUV,4,Auto,6
19990,MX-5 MIATA,Black,Tan,2,2016,13845,MAZDA,36,27,Convertible,2,Auto,6
26990,NX,Red,Flaxen,3,2017,18704,LEXUS,28,22,SUV,4,Auto,6
17990,CHEROKEE,Brown,Black Interior Color,1,2019,55040,JEEP,29,21,SUV,4,Auto,9
18990,MKC,Silver,Lincoln Soft Touch Cappucci,2,2017,25113,LINCOLN,25,19,SUV,4,Auto,6
15990,MAZDA6,White,Black,1,2016,39724,MAZDA,38,26,Sedan,4,Auto,6
19990,IMPALA,White,Jet Black,1,2017,11678,CHEVROLET,30,22,Sedan,4,Auto,6
13990,CIVIC,Brown,Black,2,2014,51381,HONDA,39,30,Sedan,4,Auto,CVT
24990,CHALLENGER,Silver,Black Interior Color,1,2017,52385,DODGE,25,16,Coupe,2,Auto,8
14990,EQUINOX,Red,Gray,2,2015,67179,CHEVROLET,23,16,SUV,4,Auto,6
34990,1500 CREW CAB,Blue,Black Interior Color,2,2020,20841,RAM,22,15,Truck,4,Auto,8
14990,AVALON,Silver,Lt. Gray,1,2014,72721,TOYOTA,31,21,Sedan,4,Auto,6
15590,CX-5,Black,Black,1,2016,69761,MAZDA,33,26,SUV,4,Auto,6
10990,RIO,Silver,Beige,1,2017,29744,KIA,36,27,Sedan,4,Auto,6
13590,ROGUE SELECT,Black,Black,1,2014,54359,NISSAN,28,23,SUV,4,Auto,CVT
31990,4RUNNER,White,Black,1,2016,66972,TOYOTA,21,17,SUV,4,Auto,5
20990,IMPALA,Gray,Jet Black,1,2019,31156,CHEVROLET,28,19,Sedan,4,Auto,6
17990,EXPLORER,White,Medium Light Camel Cloth,2,2016,43980,FORD,28,19,SUV,4,Auto,6
28590,SORENTO,Purple,Black,1,2019,18616,KIA,26,19,SUV,4,Auto,8
11590,SENTRA,Silver,Charcoal,1,2017,76618,NISSAN,37,27,Sedan,4,Auto,CVT
19990,COROLLA HYBRID,Blue,Lt. Gray,2,2020,13674,TOYOTA,52,53,Sedan,4,Auto,CVT
23990,FLEX,Blue,Charcoal Blk Lthr-Trim Seat,2,2018,33654,FORD,23,16,SUV,4,Auto,6
12590,FOCUS,Gray,Charcoal Black Cloth Seats,1,2018,21667,FORD,38,26,Hatchback,4,Auto,6
14590,CRUZE,Gray,Jet Black,1,2018,38041,CHEVROLET,40,29,Sedan,4,Auto,6
24990,MUSTANG,Gray,Charcoal Black Cloth Blacket,1,2014,16146,FORD,26,15,Coupe,2,Manual,6
12990,HARDTOP,White,Black,1,2012,54855,MINI,34,26,Hatchback,2,Auto,6
28990,CHALLENGER,Gray,Black Interior Color,2,2018,29959,DODGE,23,15,Coupe,2,Manual,6
28990,TRAVERSE,Silver,Jet Black,2,2020,9545,CHEVROLET,27,18,SUV,4,Auto,9
10990,500 ABARTH,Red,Black,2,2015,104609,FIAT,32,24,Hatchback,2,Auto,6
25590,MUSTANG,Red,Ebony Lthr-Trm Power Seats,1,2020,31110,FORD,27,20,Convertible,2,Auto,10
14990,ATS,Silver,Black,2,2014,56689,CADILLAC,29,20,Sedan,4,Auto,6
11990,SOUL,White,Black,2,2016,29823,KIA,30,24,Wagon,4,Manual,6
16990,ECLIPSE CROSS,Blue,Black,1,2019,29218,MITSUBISHI,26,25,SUV,4,Auto,CVT
20990,GS,Brown,Black,1,2014,65841,LEXUS,29,19,Sedan,4,Auto,8
16990,GRAND CARAVAN PASSENGER,Silver,Black / Light Graystone Interior Colors,2,2017,36662,DODGE,25,17,Minivan,4,Auto,6
11590,ACCORD,White,Black,1,2012,90600,HONDA,34,23,Sedan,4,Auto,5
23990,300,Red,Black Interior Color,1,2020,8958,CHRYSLER,30,19,Sedan,4,Auto,8
18990,CHALLENGER,Black,Black,2,2014,45744,DODGE,27,18,Coupe,2,Auto,5
14990,ROGUE,Gray,Charcoal,1,2017,55012,NISSAN,32,25,SUV,4,Auto,CVT
23990,HIGHLANDER,Beige,Black,3,2016,64056,TOYOTA,24,18,SUV,4,Auto,6
9990,ALTIMA,Silver,Black,1,2012,81825,NISSAN,32,23,Sedan,4,Auto,CVT
18990,RAV4,Black,Tan,1,2017,49223,TOYOTA,29,23,SUV,4,Auto,6
9990,RIO,White,Beige,2,2015,41439,KIA,37,27,Sedan,4,Auto,6
13990,FUSION,Blue,Medium Light Stone,2,2018,47793,FORD,34,23,Sedan,4,Auto,6
28990,TRAVERSE,Silver,Jet Black,1,2020,8690,CHEVROLET,27,18,SUV,4,Auto,9
28990,WRANGLER UNLIMITED,Gray,Black Interior Color,1,2018,66295,JEEP,20,16,SUV,4,Auto,5
13990,ELANTRA GT,White,Black/Black,2,2018,32863,HYUNDAI,32,24,Hatchback,4,Auto,6
10990,ELANTRA,Blue,Beige,2,2013,81940,HYUNDAI,38,28,Sedan,4,Auto,6
9990,JETTA,Black,Beige,1,2012,73730,VOLKSWAGEN,31,24,Sedan,4,Auto,6
14990,IMPALA,Silver,Black,1,2017,73070,CHEVROLET,30,22,Sedan,4,Auto,6
9990,ALTIMA,Gray,Dk. Gray,1,2012,68186,NISSAN,32,23,Sedan,4,Auto,CVT
14590,TRAX,Silver,Jet Black,1,2018,25493,CHEVROLET,33,25,SUV,4,Auto,6
16990,GL-CLASS,Gray,Black,2,2011,99747,MERCEDES-BENZ,18,13,SUV,4,Auto,7
15990,BEETLE,Beige,Black,1,2013,16356,VOLKSWAGEN,39,29,Hatchback,2,Auto,6
17990,5 SERIES,Black,Black Dakota Leather,2,2012,75317,BMW,31,21,Sedan,4,Auto,8
12990,SOUL,White,Black,2,2017,29827,KIA,30,24,Wagon,4,Manual,6
26990,WRANGLER,Silver,Black Interior Color,2,2017,35218,JEEP,21,17,SUV,2,Auto,5
9990,JETTA,White,Beige,1,2013,92354,VOLKSWAGEN,31,24,Sedan,4,Auto,6
11990,FIESTA,White,Charcoal Black/Contrast Sti,2,2018,10440,FORD,37,27,Sedan,4,Auto,6
31990,WRANGLER UNLIMITED,Black,Black Interior Color,2,2018,23932,JEEP,24,22,SUV,4,Auto,8
18990,C-CLASS,Silver,Black,2,2016,101606,MERCEDES-BENZ,31,24,Sedan,4,Auto,7
14590,TRAVERSE,White,Dk. Gray,2,2014,86860,CHEVROLET,24,17,SUV,4,Auto,6
29990,SILVERADO 1500 CREW CAB,White,Black,2,2016,75226,CHEVROLET,22,16,Truck,4,Auto,8
11990,CRUZE,Gray,Black,2,2014,86623,CHEVROLET,38,26,Sedan,4,Auto,6
10990,CIVIC,Blue,Gray,1,2012,79956,HONDA,39,28,Coupe,2,Auto,5
15990,MKZ,Black,Ebony Non-Perf Leather,1,2016,67860,LINCOLN,33,22,Sedan,4,Auto,6
11990,C-MAX HYBRID,Blue,Charcoal Black Leather Seat,1,2016,61711,FORD,37,42,Wagon,4,Auto,CVT
12590,SONATA,Gray,Gray,2,2013,51986,HYUNDAI,35,24,Sedan,4,Auto,6
14590,MKZ,Black,Light Dune Perforated Leath,1,2013,78941,LINCOLN,37,38,Sedan,4,Auto,CVT
16990,ROGUE,Silver,Charcoal,1,2017,22944,NISSAN,32,25,SUV,4,Auto,CVT
10590,SONATA,Blue,Gray,1,2012,65907,HYUNDAI,35,24,Sedan,4,Auto,6
24990,4RUNNER,Black,Black,1,2016,95398,TOYOTA,22,17,SUV,4,Auto,5
14590,RENEGADE,Gray,Black,1,2016,80864,JEEP,29,21,SUV,4,Auto,9
9990,SOUL,Silver,Black,4,2013,79666,KIA,30,25,Wagon,4,Manual,6
16590,ROGUE,White,Black,1,2017,30000,NISSAN,32,25,SUV,4,Auto,CVT
22990,C-CLASS,Silver,Black,1,2015,29568,MERCEDES-BENZ,31,24,Sedan,4,Auto,7
12590,SONATA,Black,Beige,1,2014,36448,HYUNDAI,35,24,Sedan,4,Auto,6
18990,5 SERIES,White,Beige,2,2013,63270,BMW,30,20,Sedan,4,Auto,8
