price,model,exterior_color,interior_color,number_of_keys,year,miles,make,highway_mpg,city_mpg,car_type,number_of_doors,type_of_transmission,number_of_gears
16990,COUNTRYMAN,White,Beige,1,2015,38520,MINI,32,25,Hatchback,4,Auto,6
20990,MX-5 MIATA,Gray,Tan / Gray,2,2017,21696,MAZDA,33,26,Convertible,2,Manual,6
21590,RDX,White,Tan,1,2018,69609,ACURA,27,19,SUV,4,Auto,6
18990,5 SERIES,Black,Black,2,2013,61593,BMW,30,20,Sedan,4,Auto,8
16990,5 SERIES,Gray,Oyster And Black Nappa Leather,2,2013,80376,BMW,30,20,Sedan,4,Auto,8
15990,RX,Silver,Black(Cut Glass,1,2012,97233,LEXUS,25,18,SUV,4,Auto,6
11590,PASSAT,White,Beige,2,2013,63145,VOLKSWAGEN,31,22,Sedan,4,Auto,6
17990,1 SERIES,Gray,Black Boston Leather,1,2012,60987,BMW,25,18,Coupe,2,Auto,7
14990,PATRIOT,White,Dark Slate Gray Interior Color,1,2016,45002,JEEP,27,21,SUV,4,Auto,6
20590,TRAVERSE,Silver,Ebony,2,2017,34323,CHEVROLET,22,15,SUV,4,Auto,6
24990,ACADIA,Burgundy,Jet Black/ Kalahari,2,2017,41534,GMC,25,18,SUV,4,Auto,6
14590,PATHFINDER,Gray,Dk. Gray,2,2014,89755,NISSAN,26,20,SUV,4,Auto,CVT
15990,G,White,Black,2,2013,52268,INFINITI,25,18,Sedan,4,Auto,7
12590,COROLLA,Red,Black,1,2015,71149,TOYOTA,37,29,Sedan,4,Auto,CVT
17990,TERRAIN,Gray,Jet Black,2,2017,26032,GMC,31,21,SUV,4,Auto,6
16990,JOURNEY,Black,Black,1,2019,35459,DODGE,25,17,SUV,4,Auto,6
20990,MAXIMA,Silver,Black,2,2016,45389,NISSAN,30,22,Sedan,4,Auto,CVT
13990,RDX,White,Lt. Gray,1,2010,64037,ACURA,22,17,SUV,4,Auto,5
18990,124 SPIDER,Brown,Nero Black Interior Color,2,2017,17034,FIAT,35,26,Convertible,2,Manual,6
15990,IONIQ HYBRID,White,Black/Black,1,2018,73180,HYUNDAI,54,55,Hatchback,4,Auto,6
20990,TRAVERSE,Black,Ebony,2,2017,41606,CHEVROLET,22,15,SUV,4,Auto,6
14590,200,Gray,Black,1,2017,37004,CHRYSLER,36,23,Sedan,4,Auto,9
16990,SRX,Beige,Beige,2,2014,63352,CADILLAC,24,17,SUV,4,Auto,6
21990,ACADIA,Black,Black,2,2015,60946,GMC,23,16,SUV,4,Auto,6
17990,5 SERIES,Brown,Venetian Beige Dakota Leather,1,2013,47573,BMW,33,22,Sedan,4,Auto,8
17990,ATS,Silver,Jet Black With Jet Black Accents,2,2017,39796,CADILLAC,31,22,Sedan,4,Auto,8
14990,MKZ,Burgundy,Light Dune Perforated Leath,2,2013,59058,LINCOLN,31,22,Sedan,4,Auto,6
20990,5 SERIES,Gray,Oyster/Black Dakota Leather,1,2012,43437,BMW,30,20,Sedan,4,Manual,6
12590,LEGACY,Gray,Black,2,2015,98814,SUBARU,36,26,Sedan,4,Auto,CVT
12590,PASSAT,Silver,Black,1,2016,72353,VOLKSWAGEN,38,25,Sedan,4,Auto,6
20990,MKC,Blue,Cappuccino Prem Lthr Trim,2,2017,17689,LINCOLN,25,19,SUV,4,Auto,6
21990,CTS,Black,Jet Black With Jet Black Accents,2,2017,67162,CADILLAC,30,22,Sedan,4,Auto,8
20590,MKC,Blue,Ebony Prem Leather Trimmed,1,2017,51101,LINCOLN,25,19,SUV,4,Auto,6
29990,EXPEDITION,Black,Ebony Leather Blacket Seats,1,2017,73540,FORD,20,15,SUV,4,Auto,6
34590,CX-9,Gray,Black,2,2019,14856,MAZDA,26,20,SUV,4,Auto,6
16990,MX-5 MIATA,Silver,Black,2,2012,72075,MAZDA,28,21,Convertible,2,Manual,6
19990,TERRAIN,White,Jet Black,2,2018,30374,GMC,28,24,SUV,4,Auto,9
18990,JOURNEY,Gray,Black / Red Interior Colors,2,2018,23796,DODGE,24,16,SUV,4,Auto,6
31990,WRANGLER,Black,Black,2,2016,71538,JEEP,20,16,SUV,4,Auto,5
11590,VERSA,Silver,Charcoal,2,2019,41840,NISSAN,39,31,Sedan,4,Auto,CVT
16990,TOWN & COUNTRY,Gray,Black,1,2015,50700,CHRYSLER,25,17,Minivan,4,Auto,6
30990,Q5,Silver,Black,2,2018,23329,AUDI,27,23,SUV,4,Auto,7
13990,RDX,Silver,Black,2,2013,102892,ACURA,27,19,SUV,4,Auto,6
25990,CANYON CREW CAB,White,Black,2,2018,22633,GMC,26,20,Truck,4,Auto,6
18990,COROLLA HYBRID,Blue,Black,2,2020,11904,TOYOTA,52,53,Sedan,4,Auto,CVT
19990,MDX,Black,Black,1,2014,95604,ACURA,27,18,SUV,4,Auto,6
20990,CX-9,Brown,Sand,2,2016,36793,MAZDA,28,22,SUV,4,Auto,6
30990,SANTA FE,White,Black,2,2019,12647,HYUNDAI,24,19,SUV,4,Auto,8
12990,LEGACY,Gray,Black,2,2015,94722,SUBARU,36,26,Sedan,4,Auto,CVT
17990,A4,Black,Beige,2,2014,50629,AUDI,29,20,Sedan,4,Auto,8
14590,ILX,Black,Black,2,2014,75208,ACURA,35,24,Sedan,4,Auto,5
34990,GX,Gray,Black,2,2017,36186,LEXUS,18,15,SUV,4,Auto,6
12590,GTI,White,Black,1,2012,86851,VOLKSWAGEN,31,21,Sedan,4,Manual,6
11990,SONIC,Red,Black,2,2017,13929,CHEVROLET,34,24,Sedan,4,Auto,6
14990,MDX,Blue,Lt. Gray,1,2010,91448,ACURA,21,16,SUV,4,Auto,6
13990,VERANO,Red,Beige,1,2016,40278,BUICK,32,21,Sedan,4,Auto,6
30990,Q7,Silver,Rock Gray,2,2018,59946,AUDI,25,19,SUV,4,Auto,8
26990,V60,White,Black,2,2018,19374,VOLVO,30,22,Wagon,4,Auto,8
16990,PILOT,Blue,Gray,1,2014,97635,HONDA,25,18,SUV,4,Auto,5
18990,A4,Green,Beige,1,2017,83164,AUDI,33,25,Sedan,4,Auto,7
23990,TRAVERSE,Silver,Dk. Gray,1,2017,30083,CHEVROLET,22,15,SUV,4,Auto,6
9990,500,Brown,Nero (Black) Interior Ambient,2,2013,28134,FIAT,40,31,Hatchback,2,Manual,5
11990,YARIS IA,Red,Black,2,2018,42221,TOYOTA,39,30,Sedan,4,Manual,6
23990,NX,Black,Black,2,2016,22987,LEXUS,28,22,SUV,4,Auto,6
20990,CHARGER,Gray,Black,1,2016,74320,DODGE,27,18,Sedan,4,Auto,8
19990,TRAVERSE,Silver,Ebony,2,2017,43127,CHEVROLET,22,15,SUV,4,Auto,6
22990,Q3,Black,Black,2,2018,31633,AUDI,28,20,SUV,4,Auto,6
19990,E-CLASS,Black,Beige,2,2014,71607,MERCEDES-BENZ,28,20,Sedan,4,Auto,7
18990,TRAVERSE,Gray,Dark Titanium/Light Titanium,2,2017,37084,CHEVROLET,22,15,SUV,4,Auto,6
13590,TSX,Silver,Beige,3,2010,79928,ACURA,30,21,Sedan,4,Auto,5
22590,ACADIA,Black,Black,2,2017,47581,GMC,25,18,SUV,4,Auto,6
32990,6 SERIES,White,Off White,2,2015,47878,BMW,25,17,Coupe,4,Auto,8
24990,NX,White,Black,2,2017,25834,LEXUS,28,22,SUV,4,Auto,6
26590,Q5,Silver,Black,2,2018,40599,AUDI,27,23,SUV,4,Auto,7
21590,1500 REGULAR CAB,Silver,Black,1,2014,40370,RAM,20,14,Truck,2,Auto,6
22590,CASCADA,Red,Jet Black,1,2017,17252,BUICK,27,20,Convertible,2,Auto,6
33990,4RUNNER,Gray,Black Graphite,2,2018,31792,TOYOTA,20,17,SUV,4,Auto,5
23990,XT5,Beige,Cirrus,2,2017,39949,CADILLAC,27,19,SUV,4,Auto,8
14990,TOWN & COUNTRY,Beige,Beige,2,2015,71834,CHRYSLER,25,17,Minivan,4,Auto,6
10990,DART,Red,Black Interior Color,1,2016,55751,DODGE,35,23,Sedan,4,Auto,6
26990,MKX,Silver,Ebony Luxury Leather Trim,2,2017,21453,LINCOLN,25,17,SUV,4,Auto,6
25990,CHARGER,Red,Black / Ruby Red Interior Colors,2,2016,44339,DODGE,25,16,Sedan,4,Auto,8
24990,CHARGER,Gray,Black,1,2019,37140,DODGE,30,19,Sedan,4,Auto,8
15990,CAMRY HYBRID,Black,Black,1,2017,75367,TOYOTA,37,40,Sedan,4,Auto,CVT
12590,ES,Brown,Black,2,2010,85128,LEXUS,27,19,Sedan,4,Auto,6
15990,A4,White,Black,2,2013,56541,AUDI,30,20,Sedan,4,Auto,8
14990,G,Silver,Beige,2,2012,63443,INFINITI,27,19,Sedan,4,Auto,7
11590,PASSAT,Black,Black,1,2015,61162,VOLKSWAGEN,36,24,Sedan,4,Auto,6
15990,ES,Red,Beige,2,2014,74522,LEXUS,39,40,Sedan,4,Auto,CVT
33990,F-PACE,White,Black,1,2018,26268,JAGUAR,33,26,SUV,4,Auto,8
15990,MAZDA6,Red,Sand,2,2015,34988,MAZDA,38,26,Sedan,4,Auto,6
11990,TC,Gray,Black,2,2013,65960,SCION,31,23,Hatchback,2,Auto,6
23990,XT5,Black,Black,2,2017,56478,CADILLAC,27,19,SUV,4,Auto,8
11990,BEETLE,Red,Black,2,2013,93289,VOLKSWAGEN,30,21,Hatchback,2,Manual,6
26590,GIULIA,Red,Black,2,2018,28508,ALFA_ROMEO,33,24,Sedan,4,Auto,8
15990,A6,Blue,Black,1,2014,78857,AUDI,29,20,Sedan,4,Auto,8
20990,PACIFICA,Silver,Black/Alloy,2,2017,22417,CHRYSLER,28,18,Minivan,4,Auto,9
15990,JX,Gray,Black,2,2013,97384,INFINITI,23,18,SUV,4,Auto,CVT
14990,YARIS,White,Black,1,2019,21969,TOYOTA,40,32,Sedan,4,Auto,6
25990,Q3,Black,Rock Gray,2,2018,12164,AUDI,28,20,SUV,4,Auto,6
17990,IS,White,Flaxen,1,2014,72312,LEXUS,30,21,Sedan,4,Auto,6
20990,TRAVERSE,Black,Dark Titanium/Light Titanium,1,2017,27408,CHEVROLET,22,15,SUV,4,Auto,6
12590,DART,Red,Black,2,2015,86162,DODGE,35,23,Sedan,4,Auto,6
30990,Q5,Silver,Black,2,2018,26300,AUDI,27,23,SUV,4,Auto,7
17990,PACIFICA,White,Black / Alloy Interior Colors,1,2018,69572,CHRYSLER,28,18,Minivan,4,Auto,9
20590,TRAVERSE,Gray,Dark Titanium/Light Titanium,2,2017,45825,CHEVROLET,22,15,SUV,4,Auto,6
24590,MKX,Black,Lincoln Soft-Touch Ebny,2,2017,15816,LINCOLN,25,17,SUV,4,Auto,6
30990,Q5,Silver,Black,2,2018,22588,AUDI,27,23,SUV,4,Auto,7
11590,HARDTOP,Blue,Black,1,2011,72710,MINI,34,26,Hatchback,2,Auto,6
14990,SRX,Black,Gray,2,2012,60523,CADILLAC,24,17,SUV,4,Auto,6
16990,MX-5 MIATA,Silver,Black,2,2012,45771,MAZDA,28,21,Convertible,2,Auto,6
17990,MKZ,Black,Ebony Soft Touch,1,2017,55412,LINCOLN,31,21,Sedan,4,Auto,6
22990,ACADIA,Burgundy,Black,1,2018,61395,GMC,25,18,SUV,4,Auto,6
23990,Q7,Black,Black,2,2013,71084,AUDI,22,16,SUV,4,Auto,8
15990,ECOSPORT,Gray,Ebony Blk Unique Cloth Seat,2,2019,14954,FORD,29,27,SUV,4,Auto,6
24990,QX80,Silver,Black,2,2014,101947,INFINITI,20,14,SUV,4,Auto,7
27990,CHARGER,Purple,Black Interior Color,2,2020,12023,DODGE,30,19,Sedan,4,Auto,8
11990,FORTE,Blue,Black,2,2017,24743,KIA,38,29,Sedan,4,Auto,6
16990,BRZ,Blue,Black,2,2013,81997,SUBARU,30,22,Coupe,2,Manual,6
18990,ATS,Gray,Gray,2,2017,35179,CADILLAC,31,22,Sedan,4,Auto,8
13990,AZERA,White,Brown,2,2014,42056,HYUNDAI,29,19,Sedan,4,Auto,6
13590,CTS,Red,Black,2,2012,72754,CADILLAC,27,18,Sedan,4,Auto,6
27990,AVALANCHE,White,Black,2,2012,41759,CHEVROLET,21,15,SUV,4,Auto,6
14990,X1,Gray,Black,2,2013,77751,BMW,34,24,SUV,4,Auto,8
12590,GOLF,Blue,Black,1,2015,60407,VOLKSWAGEN,36,25,Sedan,4,Auto,6
16990,5 SERIES,Black,Black,2,2011,60680,BMW,29,19,Sedan,4,Auto,8
21990,Q50,Blue,Black,2,2017,49546,INFINITI,29,20,Sedan,4,Auto,7
25990,1500 QUAD CAB,Silver,Black,2,2017,25024,RAM,25,17,Truck,4,Auto,8
12990,MKX,Black,Black,2,2012,103477,LINCOLN,26,19,SUV,4,Auto,6
28590,F-PACE,White,Beige,2,2017,45935,JAGUAR,33,26,SUV,4,Auto,8
29990,WRANGLER UNLIMITED,Gray,Black,1,2018,28499,JEEP,20,16,SUV,4,Auto,5
11590,PASSAT,Blue,Beige,2,2013,72979,VOLKSWAGEN,31,22,Sedan,4,Auto,6
14990,MX-5 MIATA,Silver,Black,2,2012,58849,MAZDA,28,21,Convertible,2,Auto,6
33990,TAHOE,Black,Jet Black,1,2015,98666,CHEVROLET,22,16,SUV,4,Auto,6
24990,MAXIMA,Black,Black,2,2019,15662,NISSAN,30,20,Sedan,4,Auto,CVT
23590,CHARGER,Red,Black Interior Color,2,2018,42195,DODGE,27,18,Sedan,4,Auto,8
15990,E-CLASS,White,Beige,2,2010,42288,MERCEDES-BENZ,26,17,Coupe,2,Auto,7
18990,LS,Silver,Black,2,2010,87489,LEXUS,24,16,Sedan,4,Auto,8
28990,RX,Black,Black(3d Film,1,2017,47275,LEXUS,27,20,SUV,4,Auto,8
15590,A4,Black,Black,1,2013,75085,AUDI,31,24,Sedan,4,Auto,CVT
17590,TRAVERSE,Blue,Dark Titanium/Light Titanium,2,2017,34902,CHEVROLET,22,15,SUV,4,Auto,6
21990,ENCLAVE,Black,Ebony With Ebony Interior Accents,1,2017,63490,BUICK,22,15,SUV,4,Auto,6
33990,SLC,Black,Black Leather W/ Red Stitching,1,2017,18308,MERCEDES-BENZ,32,25,Convertible,2,Auto,9
13590,PATHFINDER,Brown,Black,1,2013,87656,NISSAN,26,20,SUV,4,Auto,CVT
32590,1500 CLASSIC CREW CAB,Black,Black/Diesel Gray Interior Colors,2,2020,14835,RAM,21,15,Truck,4,Auto,8
14990,IMPREZA,Blue,Black,2,2015,38328,SUBARU,36,27,Sedan,4,Auto,CVT
13590,G,Blue,Gray,1,2012,78600,INFINITI,27,19,Sedan,4,Auto,7
25990,ATLAS,Gray,Black,1,2018,47993,VOLKSWAGEN,23,17,SUV,4,Auto,8
10590,CAPTIVA SPORT,White,Black,2,2014,103804,CHEVROLET,28,20,SUV,4,Auto,6
30990,RX,Gray,Black,2,2018,48873,LEXUS,27,20,SUV,4,Auto,8
18990,FR-S,Black,Black,2,2016,47889,SCION,34,25,Coupe,2,Auto,6
18990,X1,Black,Black,1,2014,48493,BMW,27,18,SUV,4,Auto,6
18990,QX30,Gray,Black,1,2017,53135,INFINITI,30,21,SUV,4,Auto,7
12590,200,Silver,Black Interior Color,2,2015,64625,CHRYSLER,36,23,Sedan,4,Auto,9
17990,ILX,Gray,Gray,2,2017,10127,ACURA,35,25,Sedan,4,Auto,8
18990,MKX,Red,Lincoln Soft-Touch Ebny,1,2017,59675,LINCOLN,23,16,SUV,4,Auto,6
16990,G,Black,Black,1,2013,47101,INFINITI,25,18,Sedan,4,Auto,7
23990,ENCLAVE,Black,Light Titanium,2,2017,23538,BUICK,22,15,SUV,4,Auto,6
12590,ELANTRA GT,Blue,Black/Black,2,2016,12997,HYUNDAI,33,24,Hatchback,4,Auto,6
16990,ATS,White,Black,1,2014,42560,CADILLAC,29,20,Sedan,4,Auto,6
18990,MAZDA6,Black,Black,2,2019,48199,MAZDA,35,26,Sedan,4,Auto,6
10990,CRUZE LIMITED,Blue,Lt. Gray,2,2016,67901,CHEVROLET,38,26,Sedan,4,Auto,6
20590,TIGUAN,White,Black,2,2018,30705,VOLKSWAGEN,27,21,SUV,4,Auto,8
26990,X1,Blue,Lt. Gray,2,2017,27820,BMW,31,22,SUV,4,Auto,8
18990,ENVISION,Black,Beige,2,2017,24764,BUICK,29,22,SUV,4,Auto,6
14990,CTS,Red,Gray,1,2012,53158,CADILLAC,26,18,Sedan,4,Auto,6
28990,CLA,Black,Black,2,2018,19687,MERCEDES-BENZ,32,24,Coupe,4,Auto,7
10590,PASSAT,Silver,Black,2,2012,95394,VOLKSWAGEN,31,22,Sedan,4,Auto,6
27990,4RUNNER,Silver,Beige,1,2017,43991,TOYOTA,21,17,SUV,4,Auto,5
11990,FORTE,Black,Gray,2,2015,36836,KIA,36,25,Sedan,4,Auto,6
18990,XV CROSSTREK,Blue,Beige,2,2015,23685,SUBARU,33,26,SUV,4,Auto,CVT
13990,HARDTOP 2 DOOR,Gray,Black Leatherette,2,2016,31701,MINI,38,28,Hatchback,2,Manual,6
22990,IS,Gray,Black,2,2016,38245,LEXUS,26,19,Sedan,4,Auto,6
20590,TRAVERSE,Black,Ebony,2,2017,34445,CHEVROLET,22,15,SUV,4,Auto,6
14590,TL,White,Tan,2,2012,66184,ACURA,29,20,Sedan,4,Auto,6
20590,TRAVERSE,Black,Ebony,2,2017,34041,CHEVROLET,22,15,SUV,4,Auto,6
14990,TAURUS,Black,Charcoal Black Leather Seat,1,2018,49307,FORD,27,18,Sedan,4,Auto,6
18990,C-HR,Silver,Black,2,2019,15394,TOYOTA,31,27,SUV,4,Auto,CVT
9990,ACCENT,Red,Gray/Gray,2,2015,75129,HYUNDAI,38,26,Sedan,4,Manual,6
17590,AVALON,White,Tan,1,2013,62525,TOYOTA,31,21,Sedan,4,Auto,6
32990,ES,Red,Topaz(Film,2,2019,20475,LEXUS,33,22,Sedan,4,Auto,8
12590,PASSAT,Silver,Titan Black,1,2017,49975,VOLKSWAGEN,34,23,Sedan,4,Auto,6
24590,NX,Silver,Black,2,2017,41611,LEXUS,28,22,SUV,4,Auto,6
15990,FOCUS ST,Black,Charcoal Black Cloth Seats,2,2014,52564,FORD,32,23,Hatchback,4,Manual,6
15990,REGAL,Burgundy,Ebony With Ebony Interior Accents,2,2017,27914,BUICK,29,21,Sedan,4,Auto,6
20990,TRAVERSE,Silver,Ebony,2,2017,28070,CHEVROLET,22,15,SUV,4,Auto,6
19590,MKZ,White,Cappuccino Leather,2,2017,32007,LINCOLN,31,21,Sedan,4,Auto,6
15590,ECLIPSE CROSS,Black,Black,1,2018,19695,MITSUBISHI,28,25,SUV,4,Auto,CVT
18990,ENCLAVE,Silver,Light Titanium,2,2017,44556,BUICK,22,15,SUV,4,Auto,6
19990,TRAVERSE,White,Ebony,1,2017,44031,CHEVROLET,22,15,SUV,4,Auto,6
20990,REGAL TOURX,White,Ebony,1,2018,63598,BUICK,29,21,Wagon,4,Auto,8
23990,TLX,Black,Tan,1,2018,49559,ACURA,32,20,Sedan,4,Auto,9
11990,TL,Gray,Black,2,2012,97565,ACURA,29,20,Sedan,4,Auto,6
12590,MURANO,Brown,Beige,2,2012,87352,NISSAN,23,18,SUV,4,Auto,CVT
17990,ES,Blue,Beige,2,2014,78246,LEXUS,39,40,Sedan,4,Auto,CVT
10590,RIO,Black,Black,1,2017,61270,KIA,36,27,Sedan,4,Auto,6
20990,TRAVERSE,Silver,Ebony,2,2017,24540,CHEVROLET,22,15,SUV,4,Auto,6
13990,CC,Brown,Beige,1,2015,64365,VOLKSWAGEN,31,22,Sedan,4,Auto,6
14990,IMPREZA,White,Ivory,1,2018,38690,SUBARU,38,28,Sedan,4,Auto,CVT
12590,PASSAT,White,Black,2,2016,39619,VOLKSWAGEN,38,25,Sedan,4,Auto,6
16590,TAURUS,Gray,Charcoal Black Leather Seat,1,2019,40102,FORD,26,18,Sedan,4,Auto,6
14990,ACCORD HYBRID,Silver,Tan,1,2015,87121,HONDA,45,50,Sedan,4,Auto,CVT
15990,OUTLANDER SPORT,Black,Black,1,2018,20848,MITSUBISHI,29,23,SUV,4,Auto,CVT
17990,5 SERIES,Blue,Gray,1,2012,71868,BMW,23,15,Sedan,4,Auto,8
17590,SONATA HYBRID,Black,Gray/Gray,1,2017,23510,HYUNDAI,45,39,Sedan,4,Auto,6
17990,ROGUE SPORT,White,Black,2,2017,28726,NISSAN,30,24,SUV,4,Auto,CVT
29990,Q7,Black,Black,2,2017,79709,AUDI,25,19,SUV,4,Auto,8
15990,ENCLAVE,White,Choccachino,1,2014,92278,BUICK,24,17,SUV,4,Auto,6
13590,SANTA FE,Brown,Black,1,2012,45033,HYUNDAI,26,20,SUV,4,Auto,6
10990,FORTE,White,Gray,1,2017,54818,KIA,38,29,Sedan,4,Auto,6
15990,HIGHLANDER,Silver,Gray,2,2012,89910,TOYOTA,24,18,SUV,4,Auto,5
27990,Q5,White,Black,2,2018,32892,AUDI,27,23,SUV,4,Auto,7
16990,JX,Gray,Beige,2,2013,74358,INFINITI,23,18,SUV,4,Auto,CVT
16990,IONIQ HYBRID,Blue,Black,2,2017,13904,HYUNDAI,54,55,Hatchback,4,Auto,6
14590,CT,White,Beige,2,2011,78446,LEXUS,40,43,Hatchback,4,Auto,CVT
17990,CASCADA,Black,Beige,2,2016,45046,BUICK,27,20,Convertible,2,Auto,6
15990,ROGUE SPORT,Silver,Charcoal,2,2017,26103,NISSAN,30,24,SUV,4,Auto,CVT
17990,SIENNA,White,Beige,2,2015,96066,TOYOTA,25,18,Minivan,4,Auto,6
33990,TUNDRA DOUBLE CAB,Blue,Black,2,2019,9358,TOYOTA,19,15,Truck,4,Auto,6
33990,Q5,Silver,Black,2,2019,22785,AUDI,27,22,SUV,4,Auto,8
28990,WRANGLER UNLIMITED,White,Black Interior Color,2,2017,35093,JEEP,20,16,SUV,4,Auto,5
22990,PILOT,Black,Gray,2,2015,46482,HONDA,24,17,SUV,4,Auto,5
12990,C-MAX HYBRID,Red,Med Light Stone Cloth Seats,1,2017,29295,FORD,38,42,Wagon,4,Auto,CVT
13590,200,White,Black,2,2015,27430,CHRYSLER,36,23,Sedan,4,Auto,9
20990,A5,Black,Brown,2,2013,45165,AUDI,30,20,Coupe,2,Auto,8
12990,AZERA,White,Black,1,2013,99634,HYUNDAI,29,20,Sedan,4,Auto,6
24590,CHARGER,Gray,Black Interior Color,2,2019,42347,DODGE,27,18,Sedan,4,Auto,8
17990,IMPALA,Gray,Jet Black,2,2018,26635,CHEVROLET,30,22,Sedan,4,Auto,6
28990,Q5,Black,Black,2,2018,30424,AUDI,27,23,SUV,4,Auto,7
27990,4RUNNER,Red,Black,2,2015,67471,TOYOTA,21,17,SUV,4,Auto,5
19590,A6,Gray,Brown,2,2012,44509,AUDI,28,19,Sedan,4,Auto,8
31990,WRANGLER UNLIMITED,Black,Black,2,2017,37350,JEEP,20,16,SUV,4,Auto,5
12990,COUNTRYMAN,White,Black,1,2012,70289,MINI,32,25,Hatchback,4,Auto,6
33990,CTS,Black,Black,1,2010,74548,CADILLAC,18,12,Sedan,4,Auto,6
16990,FLEX,Gray,Charcoal Black Leather,1,2015,62541,FORD,25,18,SUV,4,Auto,6
11590,VELOSTER,Black,Black,1,2013,90779,HYUNDAI,37,28,Coupe,3,Auto,6
11990,VELOSTER,Orange,Black,2,2013,60279,HYUNDAI,37,28,Coupe,3,Auto,6
13590,ILX,Brown,Tan,2,2014,55142,ACURA,35,24,Sedan,4,Auto,5
26990,Q5,Silver,Black,2,2018,53293,AUDI,27,23,SUV,4,Auto,7
34590,Q5,Silver,Black,2,2019,21468,AUDI,27,22,SUV,4,Auto,8
22990,ENCLAVE,Black,Ebony With Ebony Interior Accents,2,2017,31345,BUICK,22,15,SUV,4,Auto,6
12590,OUTLANDER SPORT,Red,Black,1,2017,58746,MITSUBISHI,30,24,SUV,4,Auto,CVT
23990,Q3,Silver,Chestnut Brown,1,2018,25761,AUDI,28,20,SUV,4,Auto,6
10590,SPARK,Red,Jet Black,2,2017,13733,CHEVROLET,38,29,Hatchback,4,Manual,5
11590,PATRIOT,Black,Dk. Gray,2,2014,85725,JEEP,28,21,SUV,4,Auto,6
21990,M-CLASS,Black,Black,2,2012,35591,MERCEDES-BENZ,22,17,SUV,4,Auto,7
14990,MKS,Brown,Light Dune Premium Leather,2,2013,75246,LINCOLN,27,18,Sedan,4,Auto,6
15990,PATRIOT,White,Dk. Gray,1,2017,22584,JEEP,25,20,SUV,4,Auto,6
15990,PATHFINDER,White,Beige,2,2013,43119,NISSAN,26,20,SUV,4,Auto,CVT
11590,FORTE,Black,Black,2,2017,47434,KIA,38,29,Sedan,4,Auto,6
13990,TOWN & COUNTRY,Silver,Black,1,2016,90622,CHRYSLER,25,17,Minivan,4,Auto,6
13990,XV CROSSTREK,Blue,Other,2,2013,99680,SUBARU,33,25,SUV,4,Auto,CVT
13990,MAZDA6,Black,Sand,1,2017,63517,MAZDA,35,26,Sedan,4,Auto,6
19990,GOLF GTI,Black,Black,2,2015,24983,VOLKSWAGEN,34,25,Sedan,4,Manual,6
8590,MIRAGE,White,Black,1,2014,79904,MITSUBISHI,44,37,Hatchback,4,Auto,CVT
22990,ACADIA LIMITED,Blue,Beige,2,2017,81101,GMC,22,15,SUV,4,Auto,6
21990,E-CLASS,Gray,Black,2,2014,49589,MERCEDES-BENZ,30,21,Sedan,4,Auto,7
16990,RX,Blue,Light Gray,1,2011,79498,LEXUS,24,18,SUV,4,Auto,6
9990,C-MAX HYBRID,Gray,Med Light Stone Cloth Seats,2,2016,78729,FORD,37,42,Wagon,4,Auto,CVT
9990,SONIC,Blue,Jet Black,1,2014,71806,CHEVROLET,34,27,Sedan,4,Manual,6
22990,Q3,Black,Black,2,2017,26425,AUDI,28,20,SUV,4,Auto,6
14990,LEGACY,Black,Tan,3,2015,47592,SUBARU,36,26,Sedan,4,Auto,CVT
13990,CADENZA,White,Beige,2,2014,51752,KIA,28,19,Sedan,4,Auto,6
10990,PRIUS,White,Gray,2,2013,75198,TOYOTA,48,51,Hatchback,4,Auto,CVT
15990,PILOT,Gray,Black,1,2013,95457,HONDA,25,18,SUV,4,Auto,5
31990,SILVERADO 1500 CREW CAB,White,Black,2,2016,58208,CHEVROLET,22,16,Truck,4,Auto,6
16590,MURANO,Red,Graphite,1,2016,87106,NISSAN,28,21,SUV,4,Auto,CVT
15990,TOWN & COUNTRY,White,Dark Frost Beige/Medium Frost Beige Interior Color,1,2016,54658,CHRYSLER,25,17,Minivan,4,Auto,6
13990,XC60,Silver,Beige,2,2013,91897,VOLVO,25,19,SUV,4,Auto,6
16990,5 SERIES,White,Beige,2,2012,71547,BMW,30,21,Sedan,4,Auto,8
24990,SANTA FE,Black,Beige,2,2018,55982,HYUNDAI,22,17,SUV,4,Auto,6
20990,A3,Black,Black,2,2016,30300,AUDI,33,24,Sedan,4,Auto,6
30990,X3,White,Black,2,2017,12346,BMW,28,21,SUV,4,Auto,8
22990,300,Black,Black,2,2018,27855,CHRYSLER,30,19,Sedan,4,Auto,8
15990,ATS,Black,Black,2,2013,50344,CADILLAC,31,21,Sedan,4,Auto,6
12990,VERANO,Gray,Medium Titanium,1,2015,34967,BUICK,32,21,Sedan,4,Auto,6
24990,IS,Gray,Black,1,2017,34772,LEXUS,32,22,Sedan,4,Auto,8
23990,Q60,Silver,Graphite,1,2017,38642,INFINITI,30,22,Coupe,2,Auto,7
14990,AVALON,Gray,Tan,1,2015,66357,TOYOTA,31,21,Sedan,4,Auto,6
12590,200,Burgundy,Black,2,2015,43145,CHRYSLER,36,23,Sedan,4,Auto,9
21990,QX30,Silver,Graphite,1,2017,23548,INFINITI,33,24,SUV,4,Auto,7
11990,BEETLE,Black,Black,1,2014,59720,VOLKSWAGEN,29,22,Hatchback,2,Auto,6
